UL_1,UL_2,LL_1,LL_2,JAW_1,JAW_2,TT_1,TT_2,TF_1,TF_2,TD_1,TD_2,TR_1,TR_2,LX,JA,UY,LY,CL,CA,NA,GW,TL,TA,F0a,PIa,SPIa,HX,LX_vl,JA_vl,UY_vl,LY_vl,CL_vl,CA_vl,NA_vl,GW_vl,TL_vl,TA_vl,F0a_vl,PIa_vl,SPIa_vl,HX_vl,PRO,LA,TBCL,TBCD,VEL,GLO,TTCL,TTCD,TTCR,F0,PI,SPI,TRt,gPRO,gLA,gTBCL,gTBCD,gVEL,gGLO,gTTCL,gTTCD,gTTCR,gF0,gPI,gSPI,gTR
137.5,130.26785714285714,135.42625660935843,121.5791482334786,126.31911375221559,120.59700537633574,112.57418757105637,117.13621859233609,85.29258276520214,136.35216426120436,70.77163993726411,130.33739280342812,64.75686847948785,115.81644997549009,0.09107142857142858,1.2907963267948965,-0.009821428571428571,0.009821428571428571,0.7642857142857143,-0.21,0.0,0.0,0.31250000000000006,0.0,125,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.107142857142858,7.7588953410687775,121.67384794223769,8.654337753120089,0.0,0.0,26.16386500396164,16.31461248387526,52.41396863941799,125,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
137.5,130.26785714285714,135.4257533668539,121.5773982086181,126.31861050971106,120.59525535147525,112.57362849070515,117.13469034167889,85.29200239399609,136.35107619815986,70.77105956605806,130.3363047403836,64.7562881082818,115.81536191244557,0.09107142857142858,1.2907801918408115,-0.009821428571428571,0.009821428571428571,0.7642857142857143,-0.21,0.0,0.0,0.31250000000000006,0.0,125,0,0,0,0,-0.006453981633974482,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.107142857142858,7.760645365929281,121.67922776214658,8.654958956905629,0.0,0.0,26.161154566775444,16.315795351315522,52.41304417464628,125,0,0,0,0,0,0.24999999999999994,0.24999999999999994,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.4325277150931,121.60096491517693,126.32538485795025,120.61882205803407,112.91214700981189,117.73870643128734,85.28688826594394,136.34441788485017,70.76594543800591,130.32964642707392,64.75117398022965,115.8087035991359,0.09107142857142858,1.2909974668881414,-0.009821428571428571,0.009821428571428571,0.7642719322229431,-0.21032563584910044,0.006316546816697179,0.0,0.31161425897034123,0.022174812557721628,125,0,0,0,0,0.09336400056594064,0,0,-0.005512825108517974,-0.13025433964017963,2.5266187266788744,0.0,-0.35429641186353705,8.869925023088669,0,0,0,0,9.107142857142858,7.737078659370466,121.71887707125109,8.657936724531378,0.006316546816697179,0.0,27.08903211543959,15.742368115165247,53.69247863884953,125,0,0,0,0,0,0.7500000000000001,0.7500000000000001,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.446280019432,121.64886606898463,126.33913716228916,120.66672321184177,113.68403865960724,119.28147513808099,85.24746062298992,136.30209991844546,70.72651779505189,130.28732846066922,64.71174633727563,115.76638563273117,0.09107142857142858,1.2914390534366968,-0.009821428571428571,0.009821428571428571,0.764123482507471,-0.2114987279609723,0.0218916507162884,0.0,0.3093480844486383,0.07939334101081943,125,0,0,0,0,0.08327061885619981,0,0,-0.0538670610803161,-0.338982505108559,3.7034228331576156,0.0,-0.5521733968176246,14.017486358150457,0,0,0,0,9.107142857142858,7.6891775055627605,122.00107135247775,8.67306744968182,0.0218916507162884,0.0,29.370701184658945,14.332069644905499,56.95805504577743,125,0,0,0,0,0,1.0,1.0,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.45236205158955,121.67007608843316,126.34521919444668,120.6879332312903,114.51270917063289,121.32297190165303,85.13238934065525,136.18135098672934,70.61144651271722,130.1665795289531,64.59667505494096,115.64563670101505,0.09107142857142858,1.2916345644518168,-0.009821428571428571,0.009821428571428571,0.7636795137520338,-0.21379897791157737,0.04138005512923871,0.0,0.30639194946560216,0.15727034232073508,125,0,0,0,0,-0.005066212808220796,0,0,-0.12372044109453254,-0.5811174751334657,4.091938932022509,0.0,-0.6302805963968307,17.133314165815804,0,0,0,0,9.107142857142858,7.667967486114224,122.82131517791616,8.713330278438953,0.04138005512923871,0.0,32.239428631050046,12.574189985597844,61.31732033705351,125,0,0,0,0,0,1.0,1.0,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.44518646154842,121.6450541370209,126.33804360440556,120.66291127987805,115.20485483085714,123.58794756296814,84.94170247748865,135.97733580084702,70.42075964955062,129.96256434307077,64.40598819177436,115.44162151513274,0.09107142857142858,1.2914039144147695,-0.009821428571428571,0.009821428571428571,0.7629699351070374,-0.21710666814498847,0.061707319213429715,0.0,0.3033488018574288,0.24609797363708907,125,0,0,0,0,-0.08719380201069524,0,0,-0.16011101690402801,-0.7419586182309764,4.038966701653894,0.0,-0.586978446872512,18.39773836072579,0,0,0,0,9.107142857142858,7.692989437526482,124.20422066903798,8.77815270850677,0.061707319213429715,0.0,35.26934357687256,10.739676478664089,66.21141518203008,125,0,0,0,0,0,1.0,1.0,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.42582349606369,121.57764207643766,126.31868063892082,120.5954992192948,115.69782857109396,125.88213668312778,84.70328317943301,135.70967359758265,70.18234035149499,129.6949021398064,64.16756889371872,115.17395931186837,0.09107142857142858,1.2907824402682575,-0.009821428571428571,0.009821428571428571,0.7621566163363169,-0.2210632006722011,0.08119429843746997,0.0,0.3007426188805439,0.3381098321890145,125,0,0,0,0,-0.16139585659414446,0,0,-0.16521649138414884,-0.840654392654073,3.7558249879622094,0.0,-0.4554947438814494,18.40700506004439,0,0,0,0,9.107142857142858,7.7604014981097365,125.99255594459896,8.860067907290198,0.08119429843746997,0.0,38.204210489308075,8.972026543739775,71.238931692873,125,0,0,0,0,0,1.0,1.0,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.39548424136456,121.47233222540663,126.2883413842217,120.49018936826377,115.99816954085162,128.07457900635035,84.44039700308726,135.39366014445784,69.91945417514923,129.3788886866816,63.904682717372964,114.85794585874356,0.09107142857142858,1.289811362632854,-0.009821428571428571,0.009821428571428571,0.7613796565222504,-0.22539104582431535,0.09900592338119199,0.0,0.2989042641311524,0.4280537559449763,125,0,0,0,0,-0.2270351975672945,0,0,-0.1455674342424865,-0.8904836681916275,3.3688249895265923,0.0,-0.2798471558751382,17.57056444234031,0,0,0,0,9.107142857142858,7.8657113491407635,128.05959904603168,8.954071790453282,0.09900592338119199,0.0,40.902747588139775,7.344217163604178,76.13726626532407,125,0,0,0,0,0,1.0,1.0,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.35546612934078,121.3340107013455,126.24832327219792,120.35186784420264,116.14228726524311,130.08607222553206,84.17123478723165,135.0421111694844,69.65029195929363,129.02733971170815,63.63552050151736,114.50639688377012,0.09107142857142858,1.2885354656892694,-0.009821428571428571,0.009821428571428571,0.7607434715110715,-0.22987243102937616,0.1148063270593534,0.0,0.2979549354368572,0.5124850259607916,125,0,0,0,0,-0.28332357986659984,0,0,-0.10890657022909295,-0.9020704138326916,2.9513364817379673,0.0,-0.09988432184294777,16.201943563985804,0,0,0,0,9.107142857142858,8.004032873201893,130.3044389331466,9.056539168755101,0.1148063270593534,0.0,43.299463647331855,5.888827732754104,80.73841897793615,125,0,0,0,0,0,1.0,1.0,1,0,1,1,0,0,0,0,0
137.5,130.26785714285714,135.30719893389048,121.16804940662652,126.20005607674763,120.18590654948366,116.17334134421489,131.87746508377705,83.90917969883036,134.66622289540396,69.38823687089233,128.6514514376277,63.373465413116065,114.13050860968967,0.09107142857142858,1.2870039921725882,-0.009821428571428571,0.009821428571428571,0.760314808841664,-0.2343395503369412,0.12854489978240333,0.0,0.2978480440762192,0.5893650908392057,125,0,0,0,0,-0.32926582680588806,0,0,-0.06255849753389109,-0.8847773091933316,2.5440926074820056,0.0,0.057127777587746564,14.55008238737986,0,0,0,0,9.107142857142858,8.169994167920875,132.64755984713912,9.164629020631821,0.12854489978240333,0.0,45.37748264063407,4.614921014164502,84.9455439383918,125,0,0,0,0,0,1.0,1.0,1,0,1,1,0,0,0,0,0
